trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1964,False,"{'e': 0.019722404602400184, 'a': 0.002}",20,13,16.255690716964942,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1965,False,"{'e': 0.019682999211721196, 'a': 0.002}",25,15,20.38592791738855,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1966,False,"{'e': 0.019643672553065292, 'a': 0.002}",20,11,15.2756325607123,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1967,False,"{'e': 0.0196044244691258, 'a': 0.002}",20,15,9.634202348549165,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1968,False,"{'e': 0.019565254802910312, 'a': 0.002}",20,0,35.14134430958825,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1969,False,"{'e': 0.019526163397740135, 'a': 0.002}",20,11,16.75154661526021,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1970,False,"{'e': 0.01948715009724957, 'a': 0.002}",20,14,9.89505092328275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1971,False,"{'e': 0.01944821474538539, 'a': 0.002}",20,12,15.107784762760952,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1972,False,"{'e': 0.019409357186406115, 'a': 0.002}",20,11,14.421849218119682,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1973,False,"{'e': 0.01937057726488147, 'a': 0.002}",25,13,23.362254599391623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1974,False,"{'e': 0.019331874825691705, 'a': 0.002}",30,16,24.598878041386342,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1975,False,"{'e': 0.019293249714027027, 'a': 0.002}",25,6,24.127251500557872,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1976,False,"{'e': 0.01925470177538692, 'a': 0.002}",20,12,14.717170532746739,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1977,False,"{'e': 0.019216230855579598, 'a': 0.002}",20,3,26.01552555492098,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1978,False,"{'e': 0.01917783680072131, 'a': 0.002}",25,18,15.180316577348584,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1979,False,"{'e': 0.019139519457235805, 'a': 0.002}",20,15,9.127040747407165,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1980,False,"{'e': 0.019101278671853638, 'a': 0.002}",20,13,6.887676488139153,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1981,False,"{'e': 0.019063114291611637, 'a': 0.002}",30,21,17.29756986312132,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1982,False,"{'e': 0.01902502616385221, 'a': 0.002}",30,18,17.704720980843117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1983,False,"{'e': 0.018987014136222814, 'a': 0.002}",30,9,26.609430572024856,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1984,False,"{'e': 0.01894907805667527, 'a': 0.002}",25,5,32.88382910305935,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1985,False,"{'e': 0.018911217773465227, 'a': 0.002}",20,13,10.147033036474673,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1986,False,"{'e': 0.018873433135151486, 'a': 0.002}",20,11,16.766595705784315,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1987,False,"{'e': 0.018835723990595455, 'a': 0.002}",20,16,9.041469722947696,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1988,False,"{'e': 0.018798090188960496, 'a': 0.002}",30,16,23.923451479902,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1989,False,"{'e': 0.018760531579711363, 'a': 0.002}",30,17,26.28177631253556,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1990,False,"{'e': 0.018723048012613555, 'a': 0.002}",25,4,42.35266587681356,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1991,False,"{'e': 0.018685639337732773, 'a': 0.002}",30,20,18.65965649881873,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1992,False,"{'e': 0.018648305405434242, 'a': 0.002}",20,7,23.747764545085687,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1993,False,"{'e': 0.01861104606638221, 'a': 0.002}",25,8,27.454803755874444,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1994,False,"{'e': 0.01857386117153925, 'a': 0.002}",20,16,6.88983298071756,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1995,False,"{'e': 0.018536750572165746, 'a': 0.002}",20,12,15.246619288916266,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1996,False,"{'e': 0.018499714119819242, 'a': 0.002}",25,12,23.781718335956114,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1997,False,"{'e': 0.018462751666353888, 'a': 0.002}",35,23,23.114745631102522,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1998,False,"{'e': 0.01842586306391981, 'a': 0.002}",25,11,30.45425690434621,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1999,False,"{'e': 0.018389048164962566, 'a': 0.002}",20,16,6.905398396014985,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2000,False,"{'e': 0.01835230682222249, 'a': 0.002}",35,24,24.368516309719745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2001,False,"{'e': 0.01831563888873418, 'a': 0.002}",20,10,17.816620491122784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2002,False,"{'e': 0.018279044217825845, 'a': 0.002}",20,16,6.837031874060878,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2003,False,"{'e': 0.01824252266311874, 'a': 0.002}",30,23,14.305920609328826,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2004,False,"{'e': 0.01820607407852663, 'a': 0.002}",25,11,14.101861022635068,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2005,False,"{'e': 0.0181696983182551, 'a': 0.002}",20,12,14.977502799344327,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2006,False,"{'e': 0.018133395236801075, 'a': 0.002}",20,12,16.209576262024026,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2007,False,"{'e': 0.018097164688952158, 'a': 0.002}",20,4,23.84248052281167,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2008,False,"{'e': 0.018061006529786143, 'a': 0.002}",20,15,7.889793513423215,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2009,False,"{'e': 0.01802492061467033, 'a': 0.002}",30,22,12.562634607922067,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2010,False,"{'e': 0.017988906799261007, 'a': 0.002}",20,13,14.43922597003396,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2011,False,"{'e': 0.01795296493950285, 'a': 0.002}",20,16,8.933596859373452,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2012,False,"{'e': 0.017917094891628405, 'a': 0.002}",25,16,13.870760157756557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2013,False,"{'e': 0.017881296512157415, 'a': 0.002}",25,11,24.921100038757736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2014,False,"{'e': 0.017845569657896316, 'a': 0.002}",25,20,8.857069920849806,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2015,False,"{'e': 0.017809914185937626, 'a': 0.002}",20,14,11.558199197105804,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2016,False,"{'e': 0.01777432995365944, 'a': 0.002}",20,12,14.348439319366413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2017,False,"{'e': 0.017738816818724773, 'a': 0.002}",25,15,17.585294777532848,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2018,False,"{'e': 0.017703374639081032, 'a': 0.002}",20,10,18.36100188557367,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2019,False,"{'e': 0.01766800327295943, 'a': 0.002}",25,10,26.85542238721059,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2020,False,"{'e': 0.0176327025788745, 'a': 0.002}",25,13,23.751148450912996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2021,False,"{'e': 0.017597472415623393, 'a': 0.002}",25,14,22.8294387882502,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2022,False,"{'e': 0.017562312642285412, 'a': 0.002}",25,14,22.50841283877658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2023,False,"{'e': 0.0175272231182214, 'a': 0.002}",20,10,19.420870741199593,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2024,False,"{'e': 0.017492203703073247, 'a': 0.002}",25,0,30.36978331869953,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
2025,False,"{'e': 0.01745725425676323, 'a': 0.002}",25,13,22.13665842580803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2026,False,"{'e': 0.017422374639493515, 'a': 0.002}",30,3,39.35980170952489,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
2027,False,"{'e': 0.017387564711745573, 'a': 0.002}",25,16,17.714913521442334,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2028,False,"{'e': 0.017352824334279676, 'a': 0.002}",25,12,27.41581037517067,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2029,False,"{'e': 0.017318153368134255, 'a': 0.002}",20,10,19.750654739272193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2030,False,"{'e': 0.017283551674625395, 'a': 0.002}",30,13,31.579411298597364,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2031,False,"{'e': 0.017249019115346265, 'a': 0.002}",30,8,41.62743458342951,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2032,False,"{'e': 0.017214555552166607, 'a': 0.002}",25,16,17.185775366534198,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2033,False,"{'e': 0.017180160847232114, 'a': 0.002}",30,19,22.249985610586325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2034,False,"{'e': 0.017145834862963918, 'a': 0.002}",30,21,15.868688719203213,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2035,False,"{'e': 0.017111577462058016, 'a': 0.002}",20,8,17.43842758625314,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2036,False,"{'e': 0.017077388507484793, 'a': 0.002}",20,8,20.675652152665105,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2037,False,"{'e': 0.017043267862488373, 'a': 0.002}",25,13,22.82850132980576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2038,False,"{'e': 0.017009215390586124, 'a': 0.002}",35,19,27.8410677259713,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2039,False,"{'e': 0.016975230955568105, 'a': 0.002}",25,11,14.815557869986437,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2040,False,"{'e': 0.016941314421496552, 'a': 0.002}",20,16,8.270845911470905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2041,False,"{'e': 0.01690746565270528, 'a': 0.002}",30,17,23.388879551384722,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2042,False,"{'e': 0.016873684513799156, 'a': 0.002}",20,8,18.22706096618791,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2043,False,"{'e': 0.01683997086965357, 'a': 0.002}",25,2,40.66764716087955,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2044,False,"{'e': 0.016806324585413937, 'a': 0.002}",20,14,13.748483556874257,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2045,False,"{'e': 0.016772745526495048, 'a': 0.002}",20,16,7.704104436906437,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2046,False,"{'e': 0.016739233558580632, 'a': 0.002}",20,0,33.351600753070166,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2047,False,"{'e': 0.016705788547622755, 'a': 0.002}",25,15,18.30524612544228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2048,False,"{'e': 0.016672410359841357, 'a': 0.002}",25,8,29.53946028790826,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2049,False,"{'e': 0.016639098861723624, 'a': 0.002}",30,22,15.933510402274493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2050,False,"{'e': 0.01660585392002353, 'a': 0.002}",20,2,28.838781217733924,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2051,False,"{'e': 0.016572675401761255, 'a': 0.002}",30,20,21.901294944122036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2052,False,"{'e': 0.016539563174222668, 'a': 0.002}",30,21,3.8030691301404893,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2053,False,"{'e': 0.016506517104958845, 'a': 0.002}",20,15,11.634071215789131,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2054,False,"{'e': 0.01647353706178545, 'a': 0.002}",25,7,35.530558343010334,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2055,False,"{'e': 0.01644062291278227, 'a': 0.002}",25,15,18.57982279660293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2056,False,"{'e': 0.016407774526292645, 'a': 0.002}",25,13,22.240007492814435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2057,False,"{'e': 0.01637499177092302, 'a': 0.002}",30,20,19.01167097594326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2058,False,"{'e': 0.016342274515542307, 'a': 0.002}",20,16,6.848797485982574,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2059,False,"{'e': 0.01630962262928145, 'a': 0.002}",20,14,10.45154782893776,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2060,False,"{'e': 0.016277035981532836, 'a': 0.002}",25,18,14.731614914295513,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2061,False,"{'e': 0.01624451444194987, 'a': 0.002}",20,6,23.328447132345886,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2062,False,"{'e': 0.016212057880446332, 'a': 0.002}",20,14,9.303069158420211,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2063,False,"{'e': 0.01617966616719593, 'a': 0.002}",35,14,39.32907831870664,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2064,False,"{'e': 0.016147339172631756, 'a': 0.002}",25,15,19.858505169418187,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2065,False,"{'e': 0.016115076767445814, 'a': 0.002}",20,12,15.604998355595622,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2066,False,"{'e': 0.016082878822588433, 'a': 0.002}",25,16,18.248755570463423,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2067,False,"{'e': 0.016050745209267785, 'a': 0.002}",30,8,29.971888011386994,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
2068,False,"{'e': 0.016018675798949358, 'a': 0.002}",25,12,23.23321432471417,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2069,False,"{'e': 0.0159866704633555, 'a': 0.002}",20,5,27.50087831826793,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2070,False,"{'e': 0.015954729074464814, 'a': 0.002}",20,10,16.189093213343263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2071,False,"{'e': 0.015922851504511698, 'a': 0.002}",30,15,31.055345849284784,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2072,False,"{'e': 0.015891037625985815, 'a': 0.002}",30,18,22.3566255304518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2073,False,"{'e': 0.015859287311631637, 'a': 0.002}",20,16,5.0116074338997985,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2074,False,"{'e': 0.015827600434447853, 'a': 0.002}",25,13,19.35386298708561,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2075,False,"{'e': 0.01579597686768691, 'a': 0.002}",20,13,14.022147730571143,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2076,False,"{'e': 0.015764416484854486, 'a': 0.002}",20,5,26.91184301948244,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2077,False,"{'e': 0.015732919159709032, 'a': 0.002}",20,16,7.297474130177488,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2078,False,"{'e': 0.015701484766261195, 'a': 0.002}",20,11,18.75591188324878,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2079,False,"{'e': 0.01567011317877336, 'a': 0.002}",20,11,19.656636518752375,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2080,False,"{'e': 0.015638804271759118, 'a': 0.002}",30,13,37.50417335522198,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2081,False,"{'e': 0.01560755791998283, 'a': 0.002}",30,10,37.093062235694454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2082,False,"{'e': 0.015576373998459032, 'a': 0.002}",25,11,26.895303386572664,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2083,False,"{'e': 0.015545252382451996, 'a': 0.002}",25,8,31.1642382361812,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2084,False,"{'e': 0.015514192947475202, 'a': 0.002}",20,12,14.204206588310623,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2085,False,"{'e': 0.015483195569290899, 'a': 0.002}",20,8,25.22134755966743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2086,False,"{'e': 0.015452260123909515, 'a': 0.002}",30,13,31.310999414253438,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2087,False,"{'e': 0.015421386487589232, 'a': 0.002}",20,7,21.37174315713499,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2088,False,"{'e': 0.015390574536835447, 'a': 0.002}",25,8,28.954514525756018,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2089,False,"{'e': 0.015359824148400343, 'a': 0.002}",20,16,6.405496858603193,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2090,False,"{'e': 0.015329135199282314, 'a': 0.002}",25,10,30.024899101339756,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2091,False,"{'e': 0.015298507566725518, 'a': 0.002}",25,13,20.975177406951698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2092,False,"{'e': 0.015267941128219376, 'a': 0.002}",25,13,21.1182179002489,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2093,False,"{'e': 0.015237435761498117, 'a': 0.002}",30,15,26.29137252028034,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2094,False,"{'e': 0.015206991344540219, 'a': 0.002}",25,17,10.967556696945183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2095,False,"{'e': 0.015176607755567978, 'a': 0.002}",35,13,36.27045530928092,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2096,False,"{'e': 0.01514628487304698, 'a': 0.002}",25,11,24.21547580319153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2097,False,"{'e': 0.015116022575685681, 'a': 0.002}",25,0,38.15145536702205,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2098,False,"{'e': 0.01508582074243484, 'a': 0.002}",25,14,23.166053529262577,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2099,False,"{'e': 0.015055679252487086, 'a': 0.002}",25,13,19.785741953604486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2100,False,"{'e': 0.0150255979852764, 'a': 0.002}",25,13,21.070862458704738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2101,False,"{'e': 0.014995576820477703, 'a': 0.002}",25,3,40.136605295341525,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2102,False,"{'e': 0.014965615638006283, 'a': 0.002}",20,13,13.674232276404588,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2103,False,"{'e': 0.014935714318017369, 'a': 0.002}",35,17,27.151781142751496,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2104,False,"{'e': 0.014905872740905627, 'a': 0.002}",25,12,22.999273595512054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2105,False,"{'e': 0.014876090787304737, 'a': 0.002}",20,7,23.789272136212766,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2106,False,"{'e': 0.014846368338086832, 'a': 0.002}",20,10,22.066306026574782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2107,False,"{'e': 0.014816705274362072, 'a': 0.002}",25,11,23.160025001784852,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2108,False,"{'e': 0.014787101477478155, 'a': 0.002}",25,17,15.618634964084132,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2109,False,"{'e': 0.014757556829019875, 'a': 0.002}",25,17,12.22180422675435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2110,False,"{'e': 0.014728071210808588, 'a': 0.002}",20,16,7.532081861425945,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2111,False,"{'e': 0.014698644504901784, 'a': 0.002}",30,16,26.512936389429996,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2112,False,"{'e': 0.014669276593592582, 'a': 0.002}",20,0,27.773860685352386,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2113,False,"{'e': 0.014639967359409327, 'a': 0.002}",20,13,15.653269225430366,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2114,False,"{'e': 0.01461071668511503, 'a': 0.002}",20,13,13.670348023965186,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2115,False,"{'e': 0.014581524453706954, 'a': 0.002}",20,11,15.792818709940832,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2116,False,"{'e': 0.014552390548416123, 'a': 0.002}",25,12,22.05016799054038,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2117,False,"{'e': 0.0145233148527069, 'a': 0.002}",20,10,17.884217076288284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2118,False,"{'e': 0.014494297250276454, 'a': 0.002}",20,8,23.959158630557567,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2119,False,"{'e': 0.014465337625054335, 'a': 0.002}",20,14,10.877095655736873,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2120,False,"{'e': 0.014436435861201989, 'a': 0.002}",20,12,17.310094970777037,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2121,False,"{'e': 0.01440759184311235, 'a': 0.002}",30,22,13.029370324274355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2122,False,"{'e': 0.014378805455409293, 'a': 0.002}",30,12,32.25807473406673,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2123,False,"{'e': 0.01435007658294723, 'a': 0.002}",20,11,15.555894369277263,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2124,False,"{'e': 0.01432140511081062, 'a': 0.002}",25,6,35.430968630463354,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2125,False,"{'e': 0.014292790924313561, 'a': 0.002}",20,9,22.144171994199702,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2126,False,"{'e': 0.014264233908999256, 'a': 0.002}",25,13,20.79532746054386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2127,False,"{'e': 0.014235733950639606, 'a': 0.002}",25,8,28.974058818420435,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2128,False,"{'e': 0.014207290935234726, 'a': 0.002}",25,13,20.148994661398852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2129,False,"{'e': 0.014178904749012544, 'a': 0.002}",25,15,18.790055219097606,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2130,False,"{'e': 0.014150575278428262, 'a': 0.002}",20,0,32.81622307274234,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2131,False,"{'e': 0.014122302410163962, 'a': 0.002}",20,6,23.621631294173,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2132,False,"{'e': 0.01409408603112812, 'a': 0.002}",30,13,33.96704642326454,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2133,False,"{'e': 0.014065926028455205, 'a': 0.002}",30,21,15.776275692999159,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2134,False,"{'e': 0.014037822289505161, 'a': 0.002}",35,22,24.143547749639065,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2135,False,"{'e': 0.01400977470186299, 'a': 0.002}",25,16,17.318262539962703,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2136,False,"{'e': 0.013981783153338296, 'a': 0.002}",25,17,12.375758349858419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2137,False,"{'e': 0.013953847531964868, 'a': 0.002}",20,7,25.20269836303323,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2138,False,"{'e': 0.013925967726000174, 'a': 0.002}",30,14,20.110201273172933,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2139,False,"{'e': 0.013898143623924953, 'a': 0.002}",20,2,28.998839884653282,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2140,False,"{'e': 0.013870375114442744, 'a': 0.002}",20,5,24.309420984762063,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2141,False,"{'e': 0.013842662086479501, 'a': 0.002}",25,15,18.02313319180641,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2142,False,"{'e': 0.01381500442918306, 'a': 0.002}",20,14,12.521882249617011,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2143,False,"{'e': 0.013787402031922757, 'a': 0.002}",25,15,19.689683347428435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2144,False,"{'e': 0.01375985478428895, 'a': 0.002}",20,10,18.34276836369317,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2145,False,"{'e': 0.01373236257609264, 'a': 0.002}",35,16,36.77949442376245,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2146,False,"{'e': 0.013704925297364945, 'a': 0.002}",20,9,21.166300858243005,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
