trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1144,False,"{'e': 0.1016723389142504, 'a': 0.002}",25,6,23.960712693652383,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1145,False,"{'e': 0.10146919744560434, 'a': 0.002}",20,8,-25.574008661295366,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1146,False,"{'e': 0.1012664618538834, 'a': 0.002}",35,23,17.469525263663822,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'e': 0.10106413132814486, 'a': 0.002}",20,1,23.067624978620913,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'e': 0.10086220505906641, 'a': 0.002}",30,20,-25.012983673091533,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1149,False,"{'e': 0.10066068223894266, 'a': 0.002}",30,22,12.678127625155492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'e': 0.1004595620616821, 'a': 0.002}",20,12,18.389660286020213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'e': 0.1002588437228037, 'a': 0.002}",25,13,-13.330609657201443,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1152,False,"{'e': 0.10005852641943393, 'a': 0.002}",25,5,35.116600928392984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'e': 0.09985860935030318, 'a': 0.002}",20,8,25.330500755171258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'e': 0.09965909171574303, 'a': 0.002}",20,11,17.067094928238923,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'e': 0.09945997271768262, 'a': 0.002}",25,8,-6.587491534346912,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1156,False,"{'e': 0.09926125155964566, 'a': 0.002}",20,4,27.584534356736135,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'e': 0.09906292744674731, 'a': 0.002}",25,17,7.629861636035061,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'e': 0.09886499958569081, 'a': 0.002}",25,3,32.47240748642163,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'e': 0.0986674671847645, 'a': 0.002}",20,13,15.048834017671332,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'e': 0.09847032945383845, 'a': 0.002}",20,0,34.45744735949688,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1161,False,"{'e': 0.09827358560436154, 'a': 0.002}",20,13,12.671122455052403,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'e': 0.09807723484935806, 'a': 0.002}",20,11,17.107427042819715,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'e': 0.09788127640342477, 'a': 0.002}",30,22,15.779174216837664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'e': 0.09768570948272756, 'a': 0.002}",25,6,35.02027610013581,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'e': 0.09749053330499859, 'a': 0.002}",25,17,11.205937889315672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'e': 0.09729574708953276, 'a': 0.002}",25,5,20.79979231472315,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1167,False,"{'e': 0.09710135005718508, 'a': 0.002}",30,16,13.69569879676807,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1168,False,"{'e': 0.09690734143036704, 'a': 0.002}",20,11,18.735480426199807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'e': 0.09671372043304398, 'a': 0.002}",25,17,4.570594989867148,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1170,False,"{'e': 0.09652048629073155, 'a': 0.002}",25,3,34.465518939714286,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'e': 0.09632763823049303, 'a': 0.002}",25,13,18.083348456982595,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'e': 0.09613517548093582, 'a': 0.002}",25,8,28.89222493518183,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'e': 0.09594309727220877, 'a': 0.002}",20,16,8.635405302740883,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'e': 0.09575140283599869, 'a': 0.002}",30,22,15.009585881783988,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'e': 0.09556009140552765, 'a': 0.002}",25,16,19.72400661393072,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'e': 0.09536916221554961, 'a': 0.002}",30,22,15.751863750920087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'e': 0.09517861450234763, 'a': 0.002}",20,6,28.104120431277824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'e': 0.09498844750373053, 'a': 0.002}",30,19,24.287736564266233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'e': 0.09479866045903014, 'a': 0.002}",25,10,13.44395240052627,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'e': 0.09460925260909793, 'a': 0.002}",25,18,12.87522521615556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'e': 0.09442022319630235, 'a': 0.002}",30,21,19.69437133856105,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'e': 0.0942315714645254, 'a': 0.002}",25,18,13.66593512123569,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'e': 0.09404329665916, 'a': 0.002}",25,11,22.458245543432337,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'e': 0.09385539802710659, 'a': 0.002}",35,18,18.765530353046945,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1185,False,"{'e': 0.09366787481677047, 'a': 0.002}",25,11,25.86396161673951,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'e': 0.09348072627805847, 'a': 0.002}",25,18,8.975571230508894,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'e': 0.09329395166237625, 'a': 0.002}",30,16,12.337000252917733,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1188,False,"{'e': 0.09310755022262504, 'a': 0.002}",25,13,23.137418562421715,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'e': 0.0929215212131989, 'a': 0.002}",25,14,-4.797080001172436,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1190,False,"{'e': 0.09273586388998147, 'a': 0.002}",20,13,14.132900021598148,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'e': 0.09255057751034329, 'a': 0.002}",25,14,21.683623488894717,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'e': 0.0923656613331385, 'a': 0.002}",20,16,7.498715809834305,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'e': 0.09218111461870225, 'a': 0.002}",25,14,22.502743717621705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'e': 0.09199693662884734, 'a': 0.002}",30,20,18.959185141958525,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'e': 0.09181312662686165, 'a': 0.002}",25,0,35.68566492190923,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1196,False,"{'e': 0.09162968387750484, 'a': 0.002}",20,14,-1.510960994781208,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1197,False,"{'e': 0.09144660764700575, 'a': 0.002}",20,11,3.915957881018035,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1198,False,"{'e': 0.09126389720305915, 'a': 0.002}",25,19,8.943938911172133,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'e': 0.09108155181482308, 'a': 0.002}",20,8,19.55698121883449,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'e': 0.09089957075291567, 'a': 0.002}",20,15,8.675708881944807,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'e': 0.09071795328941251, 'a': 0.002}",20,14,12.301444470165196,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'e': 0.09053669869784343, 'a': 0.002}",20,8,7.9566416222328105,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1203,False,"{'e': 0.0903558062531899, 'a': 0.002}",30,17,25.257399035922163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'e': 0.0901752752318818, 'a': 0.002}",20,15,10.654846597879084,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'e': 0.08999510491179491, 'a': 0.002}",20,14,11.086081085265379,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'e': 0.08981529457224763, 'a': 0.002}",25,9,20.749975371542355,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'e': 0.08963584349399842, 'a': 0.002}",20,14,7.489944387190627,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'e': 0.08945675095924267, 'a': 0.002}",20,6,9.778523143483863,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1209,False,"{'e': 0.08927801625161007, 'a': 0.002}",30,23,5.742068033835488,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'e': 0.08909963865616147, 'a': 0.002}",25,18,11.389288414211993,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'e': 0.08892161745938634, 'a': 0.002}",20,16,5.260717054910888,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'e': 0.08874395194919957, 'a': 0.002}",20,6,21.858879283225697,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'e': 0.08856664141493896, 'a': 0.002}",30,18,24.72025901566147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'e': 0.08838968514736205, 'a': 0.002}",25,12,10.427911494888935,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1215,False,"{'e': 0.08821308243864363, 'a': 0.002}",25,18,12.879276242777747,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'e': 0.08803683258237255, 'a': 0.002}",20,0,6.4546602318059305,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1217,False,"{'e': 0.0878609348735492, 'a': 0.002}",20,11,17.85936844825432,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'e': 0.08768538860858248, 'a': 0.002}",20,9,7.865795176839494,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1219,False,"{'e': 0.08751019308528712, 'a': 0.002}",20,13,12.224354451971108,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'e': 0.08733534760288077, 'a': 0.002}",25,11,17.639439387589803,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'e': 0.0871608514619813, 'a': 0.002}",25,16,17.5246436888064,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'e': 0.08698670396460385, 'a': 0.002}",25,2,37.19260257576561,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'e': 0.08681290441415829, 'a': 0.002}",25,14,22.565250484725766,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'e': 0.0866394521154461, 'a': 0.002}",20,11,16.58061856276339,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'e': 0.08646634637465792, 'a': 0.002}",25,13,26.015943006087536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'e': 0.0862935864993705, 'a': 0.002}",25,12,23.613844683217543,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'e': 0.08612117179854416, 'a': 0.002}",20,9,-33.20251814366719,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1228,False,"{'e': 0.08594910158251981, 'a': 0.002}",30,8,39.16702640145971,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'e': 0.08577737516301644, 'a': 0.002}",20,10,17.55099650090284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'e': 0.08560599185312803, 'a': 0.002}",20,16,6.437893155735324,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'e': 0.08543495096732123, 'a': 0.002}",20,9,14.091330899897512,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'e': 0.08526425182143217, 'a': 0.002}",20,14,-29.101817045460713,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1233,False,"{'e': 0.08509389373266411, 'a': 0.002}",25,9,29.428488405068084,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'e': 0.08492387601958441, 'a': 0.002}",25,3,19.04943124090452,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1235,False,"{'e': 0.08475419800212207, 'a': 0.002}",30,20,2.7400082806775465,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1236,False,"{'e': 0.08458485900156469, 'a': 0.002}",20,14,12.604070446348597,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'e': 0.08441585834055614, 'a': 0.002}",20,12,16.040943910887556,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'e': 0.08424719534309347, 'a': 0.002}",25,8,9.395767241320392,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1239,False,"{'e': 0.08407886933452453, 'a': 0.002}",25,9,24.61116048747916,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'e': 0.083910879641545, 'a': 0.002}",30,14,-14.179779192473369,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1241,False,"{'e': 0.08374322559219596, 'a': 0.002}",25,0,27.60272876659584,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1242,False,"{'e': 0.0835759065158609, 'a': 0.002}",30,15,31.051862879741233,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'e': 0.08340892174326339, 'a': 0.002}",30,19,21.651685839063724,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'e': 0.08324227060646401, 'a': 0.002}",25,7,28.899717422616913,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'e': 0.0830759524388581, 'a': 0.002}",25,14,11.078569353204546,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1246,False,"{'e': 0.08290996657517266, 'a': 0.002}",25,16,-5.722490869100973,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1247,False,"{'e': 0.08274431235146412, 'a': 0.002}",35,24,-28.93234272060614,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
1248,False,"{'e': 0.08257898910511527, 'a': 0.002}",20,0,-0.8718959494927985,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1249,False,"{'e': 0.08241399617483297, 'a': 0.002}",20,14,13.044459185943728,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'e': 0.08224933290064523, 'a': 0.002}",20,14,-0.6284310017220383,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1251,False,"{'e': 0.0820849986238988, 'a': 0.002}",30,14,17.010384553268846,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'e': 0.08192099268725626, 'a': 0.002}",20,6,21.22263989212537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'e': 0.08175731443469375, 'a': 0.002}",20,16,6.605994408070028,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'e': 0.08159396321149794, 'a': 0.002}",20,15,11.440916043139268,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'e': 0.08143093836426381, 'a': 0.002}",30,17,18.29440347264132,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'e': 0.08126823924089167, 'a': 0.002}",20,12,10.408324803527202,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'e': 0.0811058651905849, 'a': 0.002}",20,0,29.68984130581377,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1258,False,"{'e': 0.08094381556384699, 'a': 0.002}",20,11,1.8727704938614154,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1259,False,"{'e': 0.08078208971247929, 'a': 0.002}",20,4,25.350778565712307,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'e': 0.08062068698957811, 'a': 0.002}",25,10,28.38767062078024,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'e': 0.08045960674953244, 'a': 0.002}",25,14,8.292211984943703,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1262,False,"{'e': 0.08029884834802099, 'a': 0.002}",25,15,18.316892901275505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'e': 0.08013841114201005, 'a': 0.002}",30,11,28.968683174964163,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'e': 0.07997829448975048, 'a': 0.002}",20,13,13.064824987866876,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'e': 0.07981849775077554, 'a': 0.002}",20,2,30.079397795322052,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'e': 0.07965902028589801, 'a': 0.002}",25,12,15.232470140623594,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1267,False,"{'e': 0.07949986145720786, 'a': 0.002}",20,10,10.050967697063287,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'e': 0.0793410206280695, 'a': 0.002}",30,16,23.66489903357577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'e': 0.07918249716311948, 'a': 0.002}",20,13,13.36075129974718,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'e': 0.07902429042826366, 'a': 0.002}",25,0,22.184850183622057,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1271,False,"{'e': 0.07886639979067495, 'a': 0.002}",20,15,9.407951120687216,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'e': 0.07870882461879052, 'a': 0.002}",20,2,13.847342515499594,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1273,False,"{'e': 0.07855156428230954, 'a': 0.002}",30,19,-19.027410701684733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1274,False,"{'e': 0.0783946181521904, 'a': 0.002}",25,13,17.169457596229115,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1275,False,"{'e': 0.07823798560064842, 'a': 0.002}",25,0,29.63222079236137,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1276,False,"{'e': 0.07808166600115313, 'a': 0.002}",25,17,15.639565609477167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'e': 0.077925658728426, 'a': 0.002}",20,16,8.219206516446457,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'e': 0.07776996315843764, 'a': 0.002}",25,11,-5.108445850597439,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1279,False,"{'e': 0.07761457866840563, 'a': 0.002}",25,14,20.821903099971365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'e': 0.07745950463679176, 'a': 0.002}",20,10,17.824379184943353,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'e': 0.07730474044329974, 'a': 0.002}",25,20,9.47939105996045,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'e': 0.07715028546887258, 'a': 0.002}",20,14,9.449238503246704,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'e': 0.07699613909569011, 'a': 0.002}",25,3,31.724988096129657,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'e': 0.07684230070716673, 'a': 0.002}",25,16,15.450655241305093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'e': 0.0766887696879486, 'a': 0.002}",25,13,11.562754191000963,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1286,False,"{'e': 0.07653554542391151, 'a': 0.002}",30,16,26.267005340130797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'e': 0.07638262730215813, 'a': 0.002}",20,13,-8.690788426933697,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1288,False,"{'e': 0.07623001471101583, 'a': 0.002}",20,13,10.927433299080636,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'e': 0.07607770704003398, 'a': 0.002}",25,15,19.77667496008305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'e': 0.07592570367998178, 'a': 0.002}",30,17,24.875391751979596,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'e': 0.07577400402284548, 'a': 0.002}",25,16,15.014737596678408,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'e': 0.07562260746182634, 'a': 0.002}",20,6,15.474966491707988,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1293,False,"{'e': 0.07547151339133784, 'a': 0.002}",20,12,16.14359318710224,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'e': 0.07532072120700357, 'a': 0.002}",25,16,15.216396941317194,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'e': 0.07517023030565453, 'a': 0.002}",35,21,30.07477883036467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'e': 0.07502004008532698, 'a': 0.002}",20,10,18.912689126106642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'e': 0.07487014994525974, 'a': 0.002}",25,10,26.806795857937775,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'e': 0.07472055928589216, 'a': 0.002}",20,11,15.443338201428134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'e': 0.07457126750886131, 'a': 0.002}",25,5,28.427125208925986,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'e': 0.07442227401699995, 'a': 0.002}",20,12,7.839545204376467,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'e': 0.07427357821433388, 'a': 0.002}",20,12,15.57778039891453,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'e': 0.0741251795060797, 'a': 0.002}",20,14,13.537125400320075,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'e': 0.07397707729864236, 'a': 0.002}",25,9,29.37650130076432,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'e': 0.0738292709996129, 'a': 0.002}",20,2,21.914446080122307,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'e': 0.07368176001776583, 'a': 0.002}",20,12,15.354692259912344,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'e': 0.0735345437630571, 'a': 0.002}",20,14,11.789295221785085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'e': 0.07338762164662144, 'a': 0.002}",30,10,35.88996338930124,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'e': 0.07324099308077024, 'a': 0.002}",25,10,29.524968736054216,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'e': 0.07309465747898901, 'a': 0.002}",25,15,19.152418872262082,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'e': 0.07294861425593517, 'a': 0.002}",20,15,9.237829692871362,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'e': 0.07280286282743559, 'a': 0.002}",25,9,-2.304069068009283,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1312,False,"{'e': 0.07265740261048442, 'a': 0.002}",25,17,11.921905004038361,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'e': 0.07251223302324053, 'a': 0.002}",20,16,7.612355142137696,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'e': 0.07236735348502546, 'a': 0.002}",20,15,10.045521067308787,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'e': 0.07222276341632078, 'a': 0.002}",20,13,12.595025831360307,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'e': 0.0720784622387661, 'a': 0.002}",25,9,28.039752692849316,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'e': 0.07193444937515645, 'a': 0.002}",20,9,18.042238036949467,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'e': 0.07179072424944025, 'a': 0.002}",25,13,23.773116398032023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'e': 0.07164728628671672, 'a': 0.002}",25,17,14.178707988069842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'e': 0.0715041349132339, 'a': 0.002}",20,6,21.737326202942764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'e': 0.07136126955638605, 'a': 0.002}",25,11,18.23458928529923,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'e': 0.0712186896447116, 'a': 0.002}",30,18,22.581124931301154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'e': 0.07107639460789066, 'a': 0.002}",20,14,-31.44470479726196,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1324,False,"{'e': 0.07093438387674295, 'a': 0.002}",35,18,23.77522062005832,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1325,False,"{'e': 0.0707926568832253, 'a': 0.002}",25,0,15.237828658868152,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1326,False,"{'e': 0.0706512130604296, 'a': 0.002}",20,12,17.177190808330625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
